         11712202430 function calls (11424169438 primitive calls) in 43014.864 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 12233218   32.131    0.000   48.616    0.000 threading.py:334(notify)
 12233353   42.992    0.000   47.797    0.000 errors_impl.py:64(__init__)
 12233596   19.937    0.000   47.686    0.000 ops.py:5059(_snapshot_colocation_stack_metadata)
  1528872    2.927    0.000   47.618    0.000 {method 'all' of 'numpy.ndarray' objects}
  3057888   12.537    0.000   47.602    0.000 func_graph.py:1061(check_mutation)
  4586562    9.317    0.000   47.450    0.000 tensor_util.py:309(_AssertCompatible)
  3057743    2.775    0.000   46.786    0.000 ag_logging.py:138(log)
   509607    1.669    0.000   46.188    0.000 data_adapter.py:963(select_data_adapter)
 55058567   46.168    0.000   46.168    0.000 dtypes.py:71(_is_ref_dtype)
 18102828   46.001    0.000   46.155    0.000 <string>:1(__init__)
  3567249   10.609    0.000   46.031    0.000 nest.py:195(map_structure)
  5605683    6.349    0.000   45.673    0.000 structure.py:286(get_flat_tensor_types)
  1528941    2.631    0.000   45.647    0.000 c_api_util.py:94(__del__)
  2039037    9.058    0.000   45.527    0.000 ops.py:2422(_set_attr)
   509607    1.783    0.000   44.943    0.000 gen_dataset_ops.py:7053(zip_dataset)
 24465848   19.743    0.000   44.748    0.000 auto_control_deps.py:125(op_is_stateful)
  1528884    1.426    0.000   44.691    0.000 _methods.py:47(_all)
  1537991   10.931    0.000   44.537    0.000 def_function.py:97(called_without_tracing)
  7644230   44.530    0.000   44.530    0.000 api.py:347(<genexpr>)
   509607    6.841    0.000   44.425    0.000 data_adapter.py:965(<listcomp>)
  3057753    3.132    0.000   44.011    0.000 ag_logging.py:121(has_verbosity)
 12232924   15.172    0.000   43.979    0.000 dataset_ops.py:4572(_resource_resolver)
  2072410    6.823    0.000   43.952    0.000 ops.py:1039(numpy)
 32614880   43.868    0.000   43.874    0.000 {built-in method tensorflow.python._pywrap_utils.FlattenForData}
  7136843   41.824    0.000   43.657    0.000 ops.py:6439(__init__)
 17840860   41.020    0.000   43.045    0.000 traceable_stack.py:119(peek_objs)
  1528941   43.016    0.000   43.016    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_DeleteFunction}
   509592    3.039    0.000   42.815    0.000 array_ops.py:1562(concat)
 12233064   23.648    0.000   42.746    0.000 op_callbacks.py:118(should_invoke_op_callbacks)
  8153715   17.106    0.000   42.679    0.000 nest.py:157(pack_sequence_as)
   509607    1.361    0.000   42.200    0.000 dataset_ops.py:2112(with_options)
  5607044    9.963    0.000   41.493    0.000 func_graph.py:1055(device_stack_has_callable)
  3057753    8.013    0.000   40.879    0.000 ag_logging.py:114(get_verbosity)
   509607    4.146    0.000   40.862    0.000 dataset_ops.py:3581(_parse_args)
   509607    2.040    0.000   40.839    0.000 dataset_ops.py:4358(__init__)
 44351329   27.221    0.000   40.535    0.000 ops.py:4998(_device_function_stack)
  5103187    5.234    0.000   40.140    0.000 nest.py:1310(yield_flat_paths)
  4087500    9.904    0.000   40.130    0.000 ops.py:5639(init_scope)
 67821741   39.815    0.000   39.821    0.000 ops.py:5557(get_default)
  1528944    2.350    0.000   39.754    0.000 func_graph.py:1258(_get_defun_inputs_from_kwargs)
  9684507   39.555    0.000   39.555    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_AddInput}
  3057989   39.519    0.000   39.519    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphGetOpDef}
  1539815    9.515    0.000   39.314    0.000 function.py:2513(canonicalize_function_inputs)
   253314    4.636    0.000   38.977    0.000 Experiment.py:58(availableActionsData)
 19371654   38.972    0.000   38.972    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
  8714949    8.708    0.000   38.951    0.000 nest.py:631(<listcomp>)
 12232702   16.416    0.000   38.857    0.000 auto_control_deps_utils.py:112(<genexpr>)
   502810    2.765    0.000   38.533    0.000 gen_array_ops.py:1183(concat_v2)
 18482428   16.870    0.000   38.423    0.000 nest.py:96(_sorted)
 10733186   18.893    0.000   38.280    0.000 pickle.py:413(memoize)
14248579/10158451   18.031    0.000   38.110    0.000 nest.py:720(_yield_flat_up_to)
  7134498   17.572    0.000   38.108    0.000 dataset_ops.py:3795(__init__)
238499976   37.795    0.000   37.795    0.000 inspect_utils.py:84(<genexpr>)
 15292080   14.305    0.000   36.883    0.000 ops.py:216(uid)
 10194143   30.502    0.000   36.822    0.000 tf_decorator.py:236(__init__)
  1528821    2.040    0.000   36.619    0.000 dataset_ops.py:3602(_build_tensor)
169931851/169931681   36.539    0.000   36.539    0.000 {built-in method builtins.len}
 20899364   36.397    0.000   36.397    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewBuffer}
 56159452   36.347    0.000   36.347    0.000 context.py:791(executing_eagerly)
   509975    2.663    0.000   35.967    0.000 resource_variable_ops.py:646(read_and_set_handle)
 27519102   13.806    0.000   35.930    0.000 config_lib.py:50(get_action)
 10705034   11.000    0.000   35.905    0.000 ops.py:3823(_get_operation_by_tf_operation)
 24472128   22.387    0.000   35.841    0.000 ops.py:5075(_control_dependencies_stack)
 12233935   18.197    0.000   35.543    0.000 func_graph.py:595(capture)
 12233218   20.485    0.000   35.264    0.000 lock_util.py:74(group)
  2038448    3.180    0.000   35.165    0.000 structure.py:229(<lambda>)
   525591    1.134    0.000   34.909    0.000 callbacks.py:418(on_train_batch_begin)
  1528970   34.578    0.000   34.578    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_FunctionToFunctionDef}
  2039103    5.452    0.000   34.195    0.000 ops.py:5202(device)
 14789220   18.529    0.000   33.316    0.000 tensor_shape.py:756(<listcomp>)
 10703737    9.681    0.000   33.136    0.000 op_def_library.py:510(<listcomp>)
 51991106   31.950    0.000   33.049    0.000 object_identity.py:211(__iter__)
  5607150   10.192    0.000   32.884    0.000 op_def_library.py:84(_Flatten)
  3057755    5.803    0.000   32.866    0.000 os.py:760(getenv)
   525591    1.506    0.000   32.842    0.000 callbacks.py:293(_call_batch_begin_hook)
 26515766   20.901    0.000   32.769    0.000 ops.py:5094(_distribution_strategy_stack)
  7136843   10.155    0.000   32.058    0.000 ops.py:6498(__exit__)
  2038448    4.320    0.000   31.985    0.000 tensor_spec.py:169(_from_compatible_tensor_list)
 10280918   13.193    0.000   31.935    0.000 Hanabi.py:200(save)
  3573299    8.381    0.000   31.869    0.000 _collections_abc.py:657(get)
  1528824    1.649    0.000   31.697    0.000 op_def_library.py:700(<listcomp>)
  3060002   14.705    0.000   31.671    0.000 tensor_shape.py:1074(is_compatible_with)
 44211504   31.613    0.000   31.613    0.000 {built-in method numpy.zeros}
 12232924   10.997    0.000   31.450    0.000 auto_control_deps.py:136(collective_manager_ids_from_op)
  4586574   19.656    0.000   31.106    0.000 tensor_util.py:339(_is_array_like)
  2072410    3.185    0.000   30.922    0.000 ops.py:1027(_numpy)
  7648127   16.226    0.000   30.908    0.000 context.py:219(push)
105625022   30.297    0.000   30.472    0.000 {built-in method _struct.pack}
  1539802   20.729    0.000   30.300    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_EncodeArg}
 16310197   20.079    0.000   30.286    0.000 six.py:588(iteritems)
511848/511783    2.813    0.000   30.227    0.000 variables.py:258(__call__)
  3057700    5.642    0.000   30.123    0.000 tensor_util.py:263(inner)
   510083    1.978    0.000   30.050    0.000 gen_resource_variable_ops.py:452(read_variable_op)
  1528928    3.797    0.000   30.050    0.000 op_def_library.py:184(_MakeShape)
 12233596   10.942    0.000   29.889    0.000 ops.py:4637(_record_op_seen_by_control_dependencies)
  3079606    9.205    0.000   29.796    0.000 function.py:2646(_convert_numpy_inputs)
 28028385   29.109    0.000   29.760    0.000 options.py:33(__init__)
 12233596   13.558    0.000   29.095    0.000 ops.py:5019(_snapshot_device_function_stack_metadata)
 12233367    9.794    0.000   29.062    0.000 {method 'throw' of 'generator' objects}
  4076939    6.642    0.000   28.754    0.000 tensor_util.py:194(GetNumpyAppendFn)
  1537993   12.495    0.000   28.348    0.000 def_function.py:91(_get_counter)
 12233596   11.306    0.000   28.200    0.000 ops.py:4603(_control_dependencies_for_inputs)
  1021953    4.905    0.000   28.125    0.000 resource_variable_ops.py:329(variable_accessed)
   509592    4.075    0.000   28.093    0.000 callbacks.py:571(on_predict_end)
  9682850   18.593    0.000   28.065    0.000 tensor_shape.py:866(__getitem__)
  2072410   27.737    0.000   27.737    0.000 {method '_numpy_internal' of 'tensorflow.python.framework.ops.EagerTensor' objects}
  8156207   25.176    0.000   27.615    0.000 tensor_shape.py:1199(<listcomp>)
  1528937    3.353    0.000   27.549    0.000 function.py:3595(defun_with_attributes)
  3057955    2.412    0.000   27.423    0.000 function.py:1529(<genexpr>)
  2038819   11.519    0.000   27.400    0.000 ops.py:616(set_shape)
   509607    4.183    0.000   27.339    0.000 dataset_ops.py:2889(_graph_rewrites)
 32115186   17.623    0.000   27.176    0.000 ops.py:4079(_name_stack)
 40852611   27.098    0.000   27.098    0.000 {built-in method tensorflow.python._pywrap_utils.IsSequence}
 10706496   12.523    0.000   27.059    0.000 tf_decorator.py:200(unwrap)
  3568077   13.430    0.000   27.021    0.000 distribution_strategy_context.py:79(_get_per_thread_mode)
   511626    2.474    0.000   26.979    0.000 resource_variable_ops.py:1924(__init__)
   509607    0.885    0.000   26.923    0.000 structure.py:329(to_batched_tensor_list)
 15296254   19.875    0.000   26.650    0.000 context.py:773(_mode)
 12233540   26.473    0.000   26.473    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationOutputType}
 29047941   20.854    0.000   26.453    0.000 config_lib.py:33(matches)
 14274192   18.223    0.000   26.371    0.000 ops.py:5387(get_controller)
 10648280   24.852    0.000   25.989    0.000 Hanabi.py:196(__init__)
 32627297   25.608    0.000   25.608    0.000 {method 'HasField' of 'google.protobuf.pyext._message.CMessage' objects}
 10704916   14.594    0.000   25.423    0.000 control_flow_util.py:266(CheckInputFromValidContext)
 24467804   15.526    0.000   25.390    0.000 ops.py:5044(_colocation_stack)
  2038815    4.578    0.000   24.805    0.000 context.py:2016(device)
137606753   24.608    0.000   24.608    0.000 {method 'write' of '_io.BufferedWriter' objects}
  1528821    7.195    0.000   24.536    0.000 function_utils.py:89(get_func_name)
  2548116    3.274    0.000   24.518    0.000 distribution_strategy_context.py:179(get_strategy)
   511817    1.617    0.000   24.217    0.000 gen_resource_variable_ops.py:123(assign_variable_op)
  1528849    4.950    0.000   24.168    0.000 function.py:3245(validate_signature)
 24497813   23.867    0.000   23.870    0.000 {built-in method tensorflow.python._pywrap_utils.IsSequenceOrComposite}
   511783    8.053    0.000   23.506    0.000 resource_variable_ops.py:341(__init__)
  1528944    6.942    0.000   23.502    0.000 auto_control_deps.py:178(__init__)
  3057888    9.467    0.000   23.237    0.000 tf_logging.py:210(vlog)
  7135994   21.632    0.000   23.112    0.000 functools.py:74(wraps)
 12233420   22.810    0.000   22.810    0.000 {built-in method tensorflow.python._pywrap_tf_session.GetOperationInputs}
 12235034   15.246    0.000   22.616    0.000 _collections_abc.py:676(items)
  1528839    4.618    0.000   22.613    0.000 conversion.py:242(cache_whitelisted)
 15292080   22.578    0.000   22.578    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_UID}
  3067082   10.735    0.000   22.550    0.000 function.py:2008(captured_inputs)
  4076939   13.812    0.000   22.111    0.000 tensor_util.py:186(GetFromNumpyDTypeDict)
102030890   22.012    0.000   22.012    0.000 context.py:1826(context_safe)
 57607529   18.291    0.000   21.908    0.000 {built-in method builtins.setattr}
   510855    4.851    0.000   21.599    0.000 base_layer.py:2714(__delattr__)
103251039   21.432    0.000   21.432    0.000 {method 'append' of 'list' objects}
  2039037    3.545    0.000   21.418    0.000 ops.py:2431(_set_attr_with_buf)
  5607230   21.365    0.000   21.365    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphGetTensorShapeHelper}
 12232924   15.026    0.000   21.117    0.000 control_flow_util.py:82(IsInWhileLoop)
       16    0.243    0.015   21.018    1.314 Experiment.py:154(create_episode)
  1021738    3.494    0.000   20.978    0.000 base_layer.py:2690(_obj_reference_counts)
   509592    2.579    0.000   20.893    0.000 callbacks.py:554(on_predict_begin)
 22957460   20.449    0.000   20.594    0.000 {built-in method __new__ of type object at 0x9d12c0}
  3058454    2.859    0.000   20.585    0.000 nest.py:357(assert_same_structure)
  1529033   12.770    0.000   20.488    0.000 ops.py:4037(get_all_collection_keys)
  7134498   15.523    0.000   20.482    0.000 tracking.py:215(__init__)
 34151384   20.360    0.000   20.361    0.000 {method 'encode' of 'str' objects}
  3057756   13.076    0.000   20.309    0.000 os.py:664(__getitem__)
  7645267   20.107    0.000   20.107    0.000 op_def_library.py:38(_Attr)
   762891    4.864    0.000   20.084    0.000 Hanabi.py:215(<listcomp>)
   509607    5.190    0.000   19.778    0.000 optimization_options.py:215(_graph_rewrites)
   509607    1.121    0.000   19.743    0.000 structure.py:351(<lambda>)
  3567249    3.414    0.000   19.553    0.000 nest.py:245(<listcomp>)
   795328    1.897    0.000   19.058    0.000 Hanabi.py:361(count_discarded)
  1533337   11.863    0.000   18.886    0.000 inspect.py:2452(__init__)
  1019835    7.365    0.000   18.804    0.000 tape.py:104(variable_accessed)
   509607    3.634    0.000   18.710    0.000 structure.py:119(convert_legacy_structure)
   509607    1.293    0.000   18.622    0.000 type_spec.py:498(_to_batched_tensor_list)
  1019214    2.820    0.000   18.617    0.000 dataset_ops.py:2796(get_legacy_output_types)
 17331611   17.693    0.000   18.458    0.000 enum.py:331(__iter__)
  5607150    8.607    0.000   18.345    0.000 op_def_library.py:87(<listcomp>)
  1528870    4.348    0.000   18.236    0.000 conversion.py:234(is_in_whitelist_cache)
  7135633    4.651    0.000   18.216    0.000 nest.py:104(_is_namedtuple)
  4586990   16.254    0.000   18.151    0.000 ops.py:3761(get_operations)
  9173709    8.601    0.000   17.829    0.000 tensor_shape.py:1180(as_list)
  5607152    7.022    0.000   17.815    0.000 ops.py:6051(_get_graph_from_inputs)
   509607    3.235    0.000   17.743    0.000 training.py:2626(_in_multi_worker_mode)
  3058454   17.725    0.000   17.726    0.000 {built-in method tensorflow.python._pywrap_utils.AssertSameStructure}
142532611   17.660    0.000   17.660    0.000 {built-in method builtins.id}
  1529039    7.172    0.000   17.551    0.000 lock_util.py:54(__init__)
  1528970   14.750    0.000   17.335    0.000 function.py:229(_parse_func_attrs)
  1528944    5.729    0.000   17.241    0.000 auto_control_deps.py:225(__enter__)
   269525    3.896    0.000   17.208    0.000 Hanabi.py:311(move)
  1529699   13.425    0.000   17.198    0.000 inspect.py:2732(__init__)
  1019230    4.726    0.000   17.105    0.000 training.py:679(distribute_strategy)
  2039037   16.893    0.000   16.893    0.000 {built-in method tensorflow.python._pywrap_tf_session.SetAttr}
 12453543    9.466    0.000   16.864    0.000 threading.py:254(_is_owned)
   795328    4.026    0.000   16.781    0.000 Hanabi.py:362(<dictcomp>)
   509631    1.892    0.000   16.675    0.000 distribute_lib.py:2863(__enter__)
  4586799    9.800    0.000   16.662    0.000 function.py:3763(__del__)
 20356834   10.445    0.000   16.485    0.000 _dill.py:380(get)
  2038815    9.329    0.000   16.405    0.000 context.py:827(device)
   762891    8.730    0.000   16.283    0.000 Hanabi.py:265(<listcomp>)
 12233596   16.260    0.000   16.260    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationNumOutputs}
  1528959    2.304    0.000   16.147    0.000 ops.py:1602(convert_to_tensor_or_composite)
  7137279    4.650    0.000   16.099    0.000 dtypes.py:205(__ne__)
  2038646    2.026    0.000   16.051    0.000 func_graph.py:1142(_get_composite_tensor_spec)
  1362554    2.416    0.000   15.956    0.000 Hanabi.py:191(save)
 13949032   11.218    0.000   15.709    0.000 __init__.py:1544(isEnabledFor)
 36699654   15.673    0.000   15.673    0.000 lock_util.py:110(_validate_group_id)
